experiment_name,experiment_uuid,task_group_id,task_id,processing_time,experiment_operation,scheduled_time,task_response,optimal_time_reference_time,result_path
LabwareRefillExperiment,129bc253-739b-4d1e-a3d8-e3218b59fafe,0,0,0,LabwareRefill,28858020,success,28859549,iPSsimulation/results/2024-11-13_real_round3/step_00000001/result.csv
LabwareRefillExperiment,129bc253-739b-4d1e-a3d8-e3218b59fafe,0,1,120,LabwareRefill,28859460,success,28859584,iPSsimulation/results/2024-11-13_real_round3/step_00000007/result.csv
IPSExperiment,iPS_Experiment_0,1,0,20,iPSPlateCoating,28859584,success,28859601,iPSsimulation/results/2024-11-13_real_round3/step_00000008/result.csv
IPSExperiment,iPS_Experiment_0,1,1,10,iPSGetImage,28859664,success,28859674,iPSsimulation/results/2024-11-13_real_round3/step_00000009/result.csv
IPSExperiment,iPS_Experiment_0,1,2,80,iPSPassage,28859674,success,28859751,iPSsimulation/results/2024-11-13_real_round3/step_00000010/result.csv
IPSExperiment,iPS_Experiment_1,1,0,20,iPSPlateCoating,28859751,success,28859768,iPSsimulation/results/2024-11-13_real_round3/step_00000011/result.csv
IPSExperiment,iPS_Experiment_1,1,1,10,iPSGetImage,28859831,success,28859842,iPSsimulation/results/2024-11-13_real_round3/step_00000012/result.csv
IPSExperiment,iPS_Experiment_1,1,2,80,iPSPassage,28859841,success,28859918,iPSsimulation/results/2024-11-13_real_round3/step_00000013/result.csv
IPSExperiment,iPS_Experiment_2,1,0,20,iPSPlateCoating,28859918,success,28859935,iPSsimulation/results/2024-11-13_real_round3/step_00000014/result.csv
IPSExperiment,iPS_Experiment_2,1,1,10,iPSGetImage,28859998,success,28860008,iPSsimulation/results/2024-11-13_real_round3/step_00000015/result.csv
IPSExperiment,iPS_Experiment_2,1,2,80,iPSPassage,28860008,success,28860085,iPSsimulation/results/2024-11-13_real_round3/step_00000016/result.csv
IPSExperiment,iPS_Experiment_3,1,0,20,iPSPlateCoating,28860085,success,28860102,iPSsimulation/results/2024-11-13_real_round3/step_00000017/result.csv
IPSExperiment,iPS_Experiment_3,1,1,10,iPSGetImage,28860165,success,28860176,iPSsimulation/results/2024-11-13_real_round3/step_00000018/result.csv
IPSExperiment,iPS_Experiment_3,1,2,80,iPSPassage,28860175,success,28860252,iPSsimulation/results/2024-11-13_real_round3/step_00000019/result.csv
IPSExperiment,iPS_Experiment_4,1,0,20,iPSPlateCoating,28860252,success,28860269,iPSsimulation/results/2024-11-13_real_round3/step_00000020/result.csv
IPSExperiment,iPS_Experiment_4,1,1,10,iPSGetImage,28860332,success,28860343,iPSsimulation/results/2024-11-13_real_round3/step_00000021/result.csv
IPSExperiment,iPS_Experiment_4,1,2,80,iPSPassage,28860342,success,28860419,iPSsimulation/results/2024-11-13_real_round3/step_00000022/result.csv
LabwareRefillExperiment,129bc253-739b-4d1e-a3d8-e3218b59fafe,0,2,120,LabwareRefill,28860900,success,28860900,iPSsimulation/results/2024-11-13_real_round3/step_00000023/result.csv
IPSExperiment,iPS_Experiment_0,1,0,10,iPSGetImage,28861115,success,28861126,iPSsimulation/results/2024-11-13_real_round3/step_00000039/result.csv
IPSExperiment,iPS_Experiment_0,1,1,20,iPSMediumChange,28861125,success,28861401,iPSsimulation/results/2024-11-13_real_round3/step_00000040/result.csv
IPSExperiment,iPS_Experiment_1,2,0,10,iPSGetImage,28861401,success,28861413,iPSsimulation/results/2024-11-13_real_round3/step_00000041/result.csv
IPSExperiment,iPS_Experiment_1,2,1,20,iPSMediumChange,28861411,success,28861429,iPSsimulation/results/2024-11-13_real_round3/step_00000042/result.csv
IPSExperiment,iPS_Experiment_2,3,0,10,iPSGetImage,28861449,success,28861460,iPSsimulation/results/2024-11-13_real_round3/step_00000043/result.csv
IPSExperiment,iPS_Experiment_2,3,1,20,iPSMediumChange,28861459,success,28861476,iPSsimulation/results/2024-11-13_real_round3/step_00000044/result.csv
HEKExperiment,HEK_Experiment_4,10,0,10,HEKGetImage,28861590,success,28861601,iPSsimulation/results/2024-11-13_real_round3/step_00000045/result.csv
HEKExperiment,HEK_Experiment_3,7,0,10,HEKGetImage,28861601,success,28861613,iPSsimulation/results/2024-11-13_real_round3/step_00000046/result.csv
HEKExperiment,HEK_Experiment_0,4,0,10,HEKGetImage,28861613,success,28861624,iPSsimulation/results/2024-11-13_real_round3/step_00000047/result.csv
IPSExperiment,iPS_Experiment_3,6,0,10,iPSGetImage,28861624,success,28861636,iPSsimulation/results/2024-11-13_real_round3/step_00000048/result.csv
IPSExperiment,iPS_Experiment_3,6,1,20,iPSMediumChange,28861634,success,28861653,iPSsimulation/results/2024-11-13_real_round3/step_00000049/result.csv
HEKExperiment,HEK_Experiment_1,4,0,10,HEKGetImage,28861654,success,28861665,iPSsimulation/results/2024-11-13_real_round3/step_00000050/result.csv
HEKExperiment,HEK_Experiment_2,5,0,10,HEKGetImage,28861665,success,28861676,iPSsimulation/results/2024-11-13_real_round3/step_00000051/result.csv
IPSExperiment,iPS_Experiment_4,5,0,10,iPSGetImage,28861783,success,28861794,iPSsimulation/results/2024-11-13_real_round3/step_00000052/result.csv
IPSExperiment,iPS_Experiment_4,5,1,20,iPSMediumChange,28861793,success,28861810,iPSsimulation/results/2024-11-13_real_round3/step_00000053/result.csv
HEKExperiment,HEK_Experiment_1,9,0,10,HEKGetImage,28862290,success,28862300,iPSsimulation/results/2024-11-13_real_round3/step_00000054/result.csv
HEKExperiment,HEK_Experiment_0,8,0,10,HEKGetImage,28862300,success,28862312,iPSsimulation/results/2024-11-13_real_round3/step_00000055/result.csv
HEKExperiment,HEK_Experiment_4,6,0,10,HEKGetImage,28862312,success,28862324,iPSsimulation/results/2024-11-13_real_round3/step_00000056/result.csv
HEKExperiment,HEK_Experiment_3,6,0,10,HEKGetImage,28862324,success,28862336,iPSsimulation/results/2024-11-13_real_round3/step_00000057/result.csv
LabwareRefillExperiment,129bc253-739b-4d1e-a3d8-e3218b59fafe,0,3,120,LabwareRefill,28862340,success,28862340,iPSsimulation/results/2024-11-13_real_round3/step_00000058/result.csv
HEKExperiment,HEK_Experiment_2,6,0,10,HEKGetImage,28862460,success,28862471,iPSsimulation/results/2024-11-13_real_round3/step_00000059/result.csv
IPSExperiment,iPS_Experiment_0,1,2,10,iPSGetImage,28862585,success,28862596,iPSsimulation/results/2024-11-13_real_round3/step_00000060/result.csv
IPSExperiment,iPS_Experiment_1,1,2,10,iPSGetImage,28862871,success,28862882,iPSsimulation/results/2024-11-13_real_round3/step_00000061/result.csv
IPSExperiment,iPS_Experiment_2,1,2,10,iPSGetImage,28862919,success,28862930,iPSsimulation/results/2024-11-13_real_round3/step_00000062/result.csv
HEKExperiment,HEK_Experiment_1,3,0,10,HEKGetImage,28863010,success,28863021,iPSsimulation/results/2024-11-13_real_round3/step_00000063/result.csv
HEKExperiment,HEK_Experiment_0,3,0,10,HEKGetImage,28863021,success,28863032,iPSsimulation/results/2024-11-13_real_round3/step_00000064/result.csv
HEKExperiment,HEK_Experiment_4,3,0,10,HEKGetImage,28863033,success,28863044,iPSsimulation/results/2024-11-13_real_round3/step_00000065/result.csv
HEKExperiment,HEK_Experiment_3,3,0,10,HEKGetImage,28863045,success,28863056,iPSsimulation/results/2024-11-13_real_round3/step_00000066/result.csv
IPSExperiment,iPS_Experiment_3,1,2,10,iPSGetImage,28863094,success,28863105,iPSsimulation/results/2024-11-13_real_round3/step_00000067/result.csv
HEKExperiment,HEK_Experiment_2,2,0,10,HEKGetImage,28863180,success,28863190,iPSsimulation/results/2024-11-13_real_round3/step_00000068/result.csv
IPSExperiment,iPS_Experiment_4,1,2,10,iPSGetImage,28863253,success,28863264,iPSsimulation/results/2024-11-13_real_round3/step_00000069/result.csv
HEKExperiment,HEK_Experiment_1,1,0,10,HEKGetImage,28863730,success,28863741,iPSsimulation/results/2024-11-13_real_round3/step_00000070/result.csv
HEKExperiment,HEK_Experiment_0,1,0,10,HEKGetImage,28863741,success,28863752,iPSsimulation/results/2024-11-13_real_round3/step_00000071/result.csv
HEKExperiment,HEK_Experiment_4,1,0,10,HEKGetImage,28863753,success,28863764,iPSsimulation/results/2024-11-13_real_round3/step_00000072/result.csv
LabwareRefillExperiment,129bc253-739b-4d1e-a3d8-e3218b59fafe,0,4,120,LabwareRefill,28863780,success,28864037,iPSsimulation/results/2024-11-13_real_round3/step_00000074/result.csv
HEKExperiment,HEK_Experiment_3,1,0,10,HEKGetImage,28864037,success,28864049,iPSsimulation/results/2024-11-13_real_round3/step_00000075/result.csv
HEKExperiment,HEK_Experiment_2,1,0,10,HEKGetImage,28864049,success,28864061,iPSsimulation/results/2024-11-13_real_round3/step_00000076/result.csv
IPSExperiment,iPS_Experiment_0,1,0,10,iPSGetImage,28864061,success,28864073,iPSsimulation/results/2024-11-13_real_round3/step_00000077/result.csv
IPSExperiment,iPS_Experiment_0,1,1,20,iPSMediumChange,28864071,success,28864089,iPSsimulation/results/2024-11-13_real_round3/step_00000078/result.csv
IPSExperiment,iPS_Experiment_1,1,0,10,iPSGetImage,28864311,success,28864322,iPSsimulation/results/2024-11-13_real_round3/step_00000079/result.csv
IPSExperiment,iPS_Experiment_1,1,1,20,iPSMediumChange,28864321,success,28864338,iPSsimulation/results/2024-11-13_real_round3/step_00000080/result.csv
IPSExperiment,iPS_Experiment_2,1,0,10,iPSGetImage,28864359,success,28864370,iPSsimulation/results/2024-11-13_real_round3/step_00000081/result.csv
IPSExperiment,iPS_Experiment_2,1,1,20,iPSMediumChange,28864369,success,28864386,iPSsimulation/results/2024-11-13_real_round3/step_00000082/result.csv
HEKExperiment,HEK_Experiment_1,1,0,10,HEKGetImage,28864450,success,28864460,iPSsimulation/results/2024-11-13_real_round3/step_00000083/result.csv
HEKExperiment,HEK_Experiment_1,10,0,10,HEKGetImage,28864460,success,28864472,iPSsimulation/results/2024-11-13_real_round3/step_00000084/result.csv
IPSExperiment,iPS_Experiment_3,3,0,10,iPSGetImage,28865035,success,28865046,iPSsimulation/results/2024-11-13_real_round3/step_00000092/result.csv
IPSExperiment,iPS_Experiment_3,3,1,20,iPSMediumChange,28865045,success,28865061,iPSsimulation/results/2024-11-13_real_round3/step_00000093/result.csv
IPSExperiment,iPS_Experiment_4,1,0,10,iPSGetImage,28865061,success,28865073,iPSsimulation/results/2024-11-13_real_round3/step_00000094/result.csv
IPSExperiment,iPS_Experiment_4,1,1,20,iPSMediumChange,28865071,success,28865089,iPSsimulation/results/2024-11-13_real_round3/step_00000095/result.csv
LabwareRefillExperiment,129bc253-739b-4d1e-a3d8-e3218b59fafe,0,5,120,LabwareRefill,28865220,success,28865220,iPSsimulation/results/2024-11-13_real_round3/step_00000096/result.csv
LabwareRefillExperiment,54326bba-120b-4e49-87fc-693a5bb0f8b5,0,0,0,LabwareRefill,28863780,success,28865302,iPSsimulation/results/2024-11-13_real_round3/step_00000107/result.csv
LabwareRefillExperiment,54326bba-120b-4e49-87fc-693a5bb0f8b5,0,1,120,LabwareRefill,28865220,success,28865304,iPSsimulation/results/2024-11-13_real_round3/step_00000108/result.csv
IPSExperiment,iPS_Experiment_0,1,0,10,iPSGetImage,28865514,success,28865525,iPSsimulation/results/2024-11-13_real_round3/step_00000109/result.csv
IPSExperiment,iPS_Experiment_0,1,1,20,iPSMediumChange,28865524,success,28865541,iPSsimulation/results/2024-11-13_real_round3/step_00000110/result.csv
IPSExperiment,iPS_Experiment_1,1,0,10,iPSGetImage,28865762,success,28865773,iPSsimulation/results/2024-11-13_real_round3/step_00000111/result.csv
IPSExperiment,iPS_Experiment_1,1,1,20,iPSMediumChange,28865772,success,28865789,iPSsimulation/results/2024-11-13_real_round3/step_00000112/result.csv
IPSExperiment,iPS_Experiment_2,1,0,10,iPSGetImage,28865811,success,28865821,iPSsimulation/results/2024-11-13_real_round3/step_00000113/result.csv
IPSExperiment,iPS_Experiment_2,1,1,20,iPSMediumChange,28865821,success,28865838,iPSsimulation/results/2024-11-13_real_round3/step_00000114/result.csv
HEKExperiment,HEK_Experiment_4,7,0,10,HEKGetImage,28866466,success,28866476,iPSsimulation/results/2024-11-13_real_round3/step_00000115/result.csv
HEKExperiment,HEK_Experiment_2,5,0,10,HEKGetImage,28866476,success,28866488,iPSsimulation/results/2024-11-13_real_round3/step_00000116/result.csv
IPSExperiment,iPS_Experiment_3,1,0,10,iPSGetImage,28866488,success,28866500,iPSsimulation/results/2024-11-13_real_round3/step_00000117/result.csv
IPSExperiment,iPS_Experiment_3,1,1,20,iPSMediumChange,28866498,success,28866517,iPSsimulation/results/2024-11-13_real_round3/step_00000118/result.csv
IPSExperiment,iPS_Experiment_4,1,0,10,iPSGetImage,28866517,success,28866529,iPSsimulation/results/2024-11-13_real_round3/step_00000119/result.csv
IPSExperiment,iPS_Experiment_4,1,1,20,iPSMediumChange,28866527,success,28866545,iPSsimulation/results/2024-11-13_real_round3/step_00000120/result.csv
HEKExperiment,HEK_Experiment_0,1,0,10,HEKGetImage,28866545,success,28866557,iPSsimulation/results/2024-11-13_real_round3/step_00000121/result.csv
HEKExperiment,HEK_Experiment_1,1,0,10,HEKGetImage,28866557,success,28866569,iPSsimulation/results/2024-11-13_real_round3/step_00000122/result.csv
HEKExperiment,HEK_Experiment_3,1,0,10,HEKGetImage,28866569,success,28866581,iPSsimulation/results/2024-11-13_real_round3/step_00000123/result.csv
LabwareRefillExperiment,54326bba-120b-4e49-87fc-693a5bb0f8b5,0,2,120,LabwareRefill,28866660,success,28866660,iPSsimulation/results/2024-11-13_real_round3/step_00000124/result.csv
IPSExperiment,iPS_Experiment_0,1,0,10,iPSGetImage,28866966,success,28866976,iPSsimulation/results/2024-11-13_real_round3/step_00000125/result.csv
IPSExperiment,iPS_Experiment_0,1,1,20,iPSMediumChange,28866976,success,28866993,iPSsimulation/results/2024-11-13_real_round3/step_00000126/result.csv
HEKExperiment,HEK_Experiment_4,1,0,10,HEKGetImage,28867186,success,28867196,iPSsimulation/results/2024-11-13_real_round3/step_00000127/result.csv
HEKExperiment,HEK_Experiment_2,1,0,10,HEKGetImage,28867197,success,28867208,iPSsimulation/results/2024-11-13_real_round3/step_00000128/result.csv
IPSExperiment,iPS_Experiment_1,1,0,10,iPSGetImage,28867214,success,28867224,iPSsimulation/results/2024-11-13_real_round3/step_00000129/result.csv
IPSExperiment,iPS_Experiment_1,1,1,20,iPSMediumChange,28867224,success,28867241,iPSsimulation/results/2024-11-13_real_round3/step_00000130/result.csv
HEKExperiment,HEK_Experiment_0,2,0,10,HEKGetImage,28867252,success,28867263,iPSsimulation/results/2024-11-13_real_round3/step_00000131/result.csv
IPSExperiment,iPS_Experiment_2,1,0,10,iPSGetImage,28867263,success,28867274,iPSsimulation/results/2024-11-13_real_round3/step_00000132/result.csv
IPSExperiment,iPS_Experiment_2,1,1,20,iPSMediumChange,28867273,success,28867291,iPSsimulation/results/2024-11-13_real_round3/step_00000133/result.csv
HEKExperiment,HEK_Experiment_1,1,0,10,HEKGetImage,28867291,success,28867303,iPSsimulation/results/2024-11-13_real_round3/step_00000134/result.csv
HEKExperiment,HEK_Experiment_3,1,0,10,HEKGetImage,28867303,success,28867315,iPSsimulation/results/2024-11-13_real_round3/step_00000135/result.csv
HEKExperiment,HEK_Experiment_4,1,0,10,HEKGetImage,28867906,success,28867917,iPSsimulation/results/2024-11-13_real_round3/step_00000136/result.csv
HEKExperiment,HEK_Experiment_2,1,0,10,HEKGetImage,28867918,success,28867929,iPSsimulation/results/2024-11-13_real_round3/step_00000137/result.csv
IPSExperiment,iPS_Experiment_3,1,0,10,iPSGetImage,28867942,success,28867952,iPSsimulation/results/2024-11-13_real_round3/step_00000138/result.csv
IPSExperiment,iPS_Experiment_3,1,1,20,iPSMediumChange,28867952,success,28867969,iPSsimulation/results/2024-11-13_real_round3/step_00000139/result.csv
IPSExperiment,iPS_Experiment_4,1,0,10,iPSGetImage,28867970,success,28867981,iPSsimulation/results/2024-11-13_real_round3/step_00000140/result.csv
IPSExperiment,iPS_Experiment_4,1,1,20,iPSMediumChange,28867980,success,28867997,iPSsimulation/results/2024-11-13_real_round3/step_00000141/result.csv
HEKExperiment,HEK_Experiment_2,4,0,10,HEKGetImage,28867997,success,28868009,iPSsimulation/results/2024-11-13_real_round3/step_00000142/result.csv
HEKExperiment,HEK_Experiment_2,4,1,60,HEKPassage,28868007,success,28868055,iPSsimulation/results/2024-11-13_real_round3/step_00000143/result.csv
HEKExperiment,HEK_Experiment_0,1,0,10,HEKGetImage,28868067,success,28868078,iPSsimulation/results/2024-11-13_real_round3/step_00000144/result.csv
HEKExperiment,HEK_Experiment_1,2,0,10,HEKGetImage,28868078,success,28868090,iPSsimulation/results/2024-11-13_real_round3/step_00000145/result.csv
HEKExperiment,HEK_Experiment_3,2,0,10,HEKGetImage,28868090,success,28868102,iPSsimulation/results/2024-11-13_real_round3/step_00000146/result.csv
LabwareRefillExperiment,54326bba-120b-4e49-87fc-693a5bb0f8b5,0,3,120,LabwareRefill,28868100,success,28868103,iPSsimulation/results/2024-11-13_real_round3/step_00000147/result.csv
HEKExperiment,HEK_Experiment_1,2,0,10,HEKGetImage,28868220,success,28868231,iPSsimulation/results/2024-11-13_real_round3/step_00000152/result.csv
HEKExperiment,HEK_Experiment_1,2,1,60,HEKPassage,28868230,success,28868276,iPSsimulation/results/2024-11-13_real_round3/step_00000153/result.csv
HEKExperiment,HEK_Experiment_3,3,0,10,HEKGetImage,28868290,success,28868301,iPSsimulation/results/2024-11-13_real_round3/step_00000154/result.csv
HEKExperiment,HEK_Experiment_3,3,1,60,HEKPassage,28868300,success,28868346,iPSsimulation/results/2024-11-13_real_round3/step_00000155/result.csv
HEKExperiment,HEK_Experiment_4,4,0,10,HEKGetImage,28868360,success,28868370,iPSsimulation/results/2024-11-13_real_round3/step_00000156/result.csv
HEKExperiment,HEK_Experiment_4,4,1,60,HEKPassage,28868370,success,28868416,iPSsimulation/results/2024-11-13_real_round3/step_00000157/result.csv
HEKExperiment,HEK_Experiment_0,5,0,10,HEKGetImage,28868430,success,28868441,iPSsimulation/results/2024-11-13_real_round3/step_00000158/result.csv
HEKExperiment,HEK_Experiment_0,5,1,60,HEKPassage,28868440,success,28868486,iPSsimulation/results/2024-11-13_real_round3/step_00000159/result.csv
IPSExperiment,iPS_Experiment_0,6,0,10,iPSGetImage,28868500,success,28868511,iPSsimulation/results/2024-11-13_real_round3/step_00000160/result.csv
IPSExperiment,iPS_Experiment_0,6,1,20,iPSMediumChange,28868510,success,28868527,iPSsimulation/results/2024-11-13_real_round3/step_00000161/result.csv
IPSExperiment,iPS_Experiment_1,6,0,10,iPSGetImage,28868666,success,28868677,iPSsimulation/results/2024-11-13_real_round3/step_00000162/result.csv
IPSExperiment,iPS_Experiment_1,6,1,20,iPSMediumChange,28868676,success,28868693,iPSsimulation/results/2024-11-13_real_round3/step_00000163/result.csv
IPSExperiment,iPS_Experiment_2,6,0,10,iPSGetImage,28868716,success,28868727,iPSsimulation/results/2024-11-13_real_round3/step_00000164/result.csv
IPSExperiment,iPS_Experiment_2,6,1,20,iPSMediumChange,28868726,success,28868743,iPSsimulation/results/2024-11-13_real_round3/step_00000165/result.csv
IPSExperiment,iPS_Experiment_3,6,0,10,iPSGetImage,28869394,success,28869405,iPSsimulation/results/2024-11-13_real_round3/step_00000166/result.csv
IPSExperiment,iPS_Experiment_3,6,1,20,iPSMediumChange,28869404,success,28869421,iPSsimulation/results/2024-11-13_real_round3/step_00000167/result.csv
IPSExperiment,iPS_Experiment_4,6,0,10,iPSGetImage,28869422,success,28869433,iPSsimulation/results/2024-11-13_real_round3/step_00000168/result.csv
IPSExperiment,iPS_Experiment_4,6,1,20,iPSMediumChange,28869432,success,28869450,iPSsimulation/results/2024-11-13_real_round3/step_00000169/result.csv
HEKExperiment,HEK_Experiment_2,3,2,10,HEKGetImage,28869507,success,28869518,iPSsimulation/results/2024-11-13_real_round3/step_00000170/result.csv
LabwareRefillExperiment,54326bba-120b-4e49-87fc-693a5bb0f8b5,0,4,120,LabwareRefill,28869540,success,28869540,iPSsimulation/results/2024-11-13_real_round3/step_00000171/result.csv
HEKExperiment,HEK_Experiment_1,1,2,10,HEKGetImage,28869730,success,28869740,iPSsimulation/results/2024-11-13_real_round3/step_00000172/result.csv
HEKExperiment,HEK_Experiment_3,1,2,10,HEKGetImage,28869800,success,28869811,iPSsimulation/results/2024-11-13_real_round3/step_00000173/result.csv
HEKExperiment,HEK_Experiment_4,1,2,10,HEKGetImage,28869870,success,28869881,iPSsimulation/results/2024-11-13_real_round3/step_00000174/result.csv
HEKExperiment,HEK_Experiment_0,1,2,10,HEKGetImage,28869940,success,28869950,iPSsimulation/results/2024-11-13_real_round3/step_00000175/result.csv
IPSExperiment,iPS_Experiment_0,1,0,10,iPSGetImage,28869952,success,28869963,iPSsimulation/results/2024-11-13_real_round3/step_00000176/result.csv
IPSExperiment,iPS_Experiment_0,1,1,20,iPSMediumChange,28869962,success,28869979,iPSsimulation/results/2024-11-13_real_round3/step_00000177/result.csv
IPSExperiment,iPS_Experiment_0,10,0,20,iPSPlateCoating,28869979,success,28869996,iPSsimulation/results/2024-11-13_real_round3/step_00000178/result.csv
IPSExperiment,iPS_Experiment_0,10,1,10,iPSGetImage,28870059,success,28870070,iPSsimulation/results/2024-11-13_real_round3/step_00000179/result.csv
IPSExperiment,iPS_Experiment_0,10,2,80,iPSPassage,28870069,success,28870146,iPSsimulation/results/2024-11-13_real_round3/step_00000180/result.csv
IPSExperiment,iPS_Experiment_1,1,0,10,iPSGetImage,28870146,success,28870158,iPSsimulation/results/2024-11-13_real_round3/step_00000181/result.csv
IPSExperiment,iPS_Experiment_1,1,1,20,iPSMediumChange,28870156,success,28870174,iPSsimulation/results/2024-11-13_real_round3/step_00000182/result.csv
IPSExperiment,iPS_Experiment_2,1,0,10,iPSGetImage,28870174,success,28870186,iPSsimulation/results/2024-11-13_real_round3/step_00000183/result.csv
IPSExperiment,iPS_Experiment_2,1,1,20,iPSMediumChange,28870184,success,28870203,iPSsimulation/results/2024-11-13_real_round3/step_00000184/result.csv
IPSExperiment,iPS_Experiment_1,1,0,20,iPSPlateCoating,28870206,success,28870222,iPSsimulation/results/2024-11-13_real_round3/step_00000185/result.csv
HEKExperiment,HEK_Experiment_2,2,0,10,HEKGetImage,28870227,success,28870238,iPSsimulation/results/2024-11-13_real_round3/step_00000186/result.csv
IPSExperiment,iPS_Experiment_1,1,1,10,iPSGetImage,28870286,success,28870296,iPSsimulation/results/2024-11-13_real_round3/step_00000187/result.csv
IPSExperiment,iPS_Experiment_1,1,2,80,iPSPassage,28870296,success,28870373,iPSsimulation/results/2024-11-13_real_round3/step_00000188/result.csv
HEKExperiment,HEK_Experiment_1,1,0,10,HEKGetImage,28870450,success,28870461,iPSsimulation/results/2024-11-13_real_round3/step_00000189/result.csv
HEKExperiment,HEK_Experiment_3,1,0,10,HEKGetImage,28870520,success,28870530,iPSsimulation/results/2024-11-13_real_round3/step_00000190/result.csv
HEKExperiment,HEK_Experiment_4,1,0,10,HEKGetImage,28870590,success,28870600,iPSsimulation/results/2024-11-13_real_round3/step_00000191/result.csv
HEKExperiment,HEK_Experiment_0,1,0,10,HEKGetImage,28870660,success,28870671,iPSsimulation/results/2024-11-13_real_round3/step_00000192/result.csv
IPSExperiment,iPS_Experiment_3,1,0,10,iPSGetImage,28870846,success,28870857,iPSsimulation/results/2024-11-13_real_round3/step_00000193/result.csv
IPSExperiment,iPS_Experiment_3,1,1,20,iPSMediumChange,28870856,success,28870873,iPSsimulation/results/2024-11-13_real_round3/step_00000194/result.csv
IPSExperiment,iPS_Experiment_4,1,0,10,iPSGetImage,28870874,success,28870885,iPSsimulation/results/2024-11-13_real_round3/step_00000195/result.csv
IPSExperiment,iPS_Experiment_4,1,1,20,iPSMediumChange,28870884,success,28870901,iPSsimulation/results/2024-11-13_real_round3/step_00000196/result.csv
HEKExperiment,HEK_Experiment_2,1,0,10,HEKGetImage,28870947,success,28870958,iPSsimulation/results/2024-11-13_real_round3/step_00000197/result.csv
LabwareRefillExperiment,54326bba-120b-4e49-87fc-693a5bb0f8b5,0,5,120,LabwareRefill,28870980,success,28870980,iPSsimulation/results/2024-11-13_real_round3/step_00000198/result.csv
IPSExperiment,iPS_Experiment_4,1,0,20,iPSPlateCoating,28871100,success,28871116,iPSsimulation/results/2024-11-13_real_round3/step_00000199/result.csv
HEKExperiment,HEK_Experiment_1,2,0,10,HEKGetImage,28871170,success,28871181,iPSsimulation/results/2024-11-13_real_round3/step_00000200/result.csv
IPSExperiment,iPS_Experiment_4,1,1,10,iPSGetImage,28871180,success,28871193,iPSsimulation/results/2024-11-13_real_round3/step_00000201/result.csv
IPSExperiment,iPS_Experiment_4,1,2,80,iPSPassage,28871190,success,28871270,iPSsimulation/results/2024-11-13_real_round3/step_00000202/result.csv
HEKExperiment,HEK_Experiment_3,1,0,10,HEKGetImage,28871270,success,28871282,iPSsimulation/results/2024-11-13_real_round3/step_00000203/result.csv
HEKExperiment,HEK_Experiment_1,1,0,10,HEKGetImage,28871282,success,28871294,iPSsimulation/results/2024-11-13_real_round3/step_00000204/result.csv
HEKExperiment,HEK_Experiment_1,1,1,60,HEKPassage,28871292,success,28871339,iPSsimulation/results/2024-11-13_real_round3/step_00000205/result.csv
HEKExperiment,HEK_Experiment_4,2,0,10,HEKGetImage,28871352,success,28871363,iPSsimulation/results/2024-11-13_real_round3/step_00000206/result.csv
HEKExperiment,HEK_Experiment_3,2,0,10,HEKGetImage,28871363,success,28871375,iPSsimulation/results/2024-11-13_real_round3/step_00000207/result.csv
HEKExperiment,HEK_Experiment_3,2,1,60,HEKPassage,28871373,success,28871420,iPSsimulation/results/2024-11-13_real_round3/step_00000208/result.csv
IPSExperiment,iPS_Experiment_3,4,0,20,iPSPlateCoating,28871434,success,28871450,iPSsimulation/results/2024-11-13_real_round3/step_00000209/result.csv
HEKExperiment,HEK_Experiment_0,3,0,10,HEKGetImage,28871454,success,28871464,iPSsimulation/results/2024-11-13_real_round3/step_00000210/result.csv
IPSExperiment,iPS_Experiment_0,5,0,10,iPSGetImage,28871484,success,28871495,iPSsimulation/results/2024-11-13_real_round3/step_00000211/result.csv
IPSExperiment,iPS_Experiment_0,5,1,20,iPSMediumChange,28871494,success,28871511,iPSsimulation/results/2024-11-13_real_round3/step_00000212/result.csv
IPSExperiment,iPS_Experiment_3,3,1,10,iPSGetImage,28871514,success,28871524,iPSsimulation/results/2024-11-13_real_round3/step_00000213/result.csv
IPSExperiment,iPS_Experiment_3,3,2,80,iPSPassage,28871524,success,28871601,iPSsimulation/results/2024-11-13_real_round3/step_00000214/result.csv
HEKExperiment,HEK_Experiment_0,4,0,10,HEKGetImage,28871601,success,28871613,iPSsimulation/results/2024-11-13_real_round3/step_00000215/result.csv
HEKExperiment,HEK_Experiment_0,4,1,60,HEKPassage,28871611,success,28871659,iPSsimulation/results/2024-11-13_real_round3/step_00000216/result.csv
HEKExperiment,HEK_Experiment_2,5,0,10,HEKGetImage,28871671,success,28871681,iPSsimulation/results/2024-11-13_real_round3/step_00000217/result.csv
HEKExperiment,HEK_Experiment_2,5,1,60,HEKPassage,28871681,success,28871727,iPSsimulation/results/2024-11-13_real_round3/step_00000218/result.csv
IPSExperiment,iPS_Experiment_2,6,0,10,iPSGetImage,28871741,success,28871752,iPSsimulation/results/2024-11-13_real_round3/step_00000219/result.csv
IPSExperiment,iPS_Experiment_2,6,1,20,iPSMediumChange,28871751,success,28871768,iPSsimulation/results/2024-11-13_real_round3/step_00000220/result.csv
HEKExperiment,HEK_Experiment_4,7,0,10,HEKGetImage,28871768,success,28871780,iPSsimulation/results/2024-11-13_real_round3/step_00000221/result.csv
